1662295487417287424,0.00152,-0.00468,-0.00243,-0.00019,0.99999,0.00053,0.00367,-0.00630,-0.00040,-0.00451,
1662295487483402752,0.00152,-0.00493,-0.00216,-0.00070,0.99999,0.00051,0.00337,-0.00599,-0.00332,-0.00363,
1662295487549497600,0.00174,-0.00367,-0.00173,-0.00044,0.99999,0.00038,0.00315,-0.00464,0.00055,-0.00130,
1662295487615571200,0.00217,-0.00477,-0.00106,-0.00081,1.00000,0.00044,0.00301,-0.00416,-0.00242,0.00179,
1662295487681623552,0.00182,-0.00474,-0.00154,-0.00100,0.99999,0.00042,0.00298,-0.00384,-0.00295,-0.00016,
1662295487747654144,0.00228,-0.00466,-0.00105,-0.00088,1.00000,0.00042,0.00281,-0.00127,-0.00173,0.00182,
1662295487813890048,0.00277,-0.00404,-0.00122,-0.00072,1.00000,0.00033,0.00294,-0.00127,0.00028,-0.00020,
1662295487880330752,0.00297,-0.00401,-0.00122,-0.00070,1.00000,0.00033,0.00306,-0.00040,-0.00026,-0.00007,
1662295487946759168,0.00294,-0.00393,-0.00100,-0.00048,0.99999,0.00041,0.00330,0.00073,0.00016,0.00029,
1662295488013177344,0.00292,-0.00390,-0.00100,-0.00052,0.99999,0.00040,0.00351,-0.00006,-0.00041,0.00012,
1662295488079584000,0.00340,-0.00409,-0.00094,-0.00035,0.99999,0.00046,0.00353,0.00148,-0.00025,-0.00047,
1662295488145979648,0.00368,-0.00421,-0.00094,-0.00029,0.99999,0.00052,0.00350,0.00235,0.00002,-0.00091,
1662295488212363776,0.00383,-0.00430,-0.00083,-0.00039,0.99999,0.00052,0.00347,0.00169,-0.00117,0.00111,
1662295488278736640,0.00356,-0.00417,-0.00087,-0.00039,0.99999,0.00048,0.00344,-0.00043,0.00103,0.00031,
1662295488345096704,0.00339,-0.00413,-0.00090,-0.00045,0.99999,0.00053,0.00323,0.00005,-0.00030,0.00014,
1662295488411446784,0.00337,-0.00413,-0.00089,-0.00043,1.00000,0.00050,0.00307,-0.00056,0.00041,0.00008,
1662295488477785600,0.00324,-0.00403,-0.00094,-0.00044,1.00000,0.00050,0.00285,-0.00152,0.00149,-0.00009,
1662295488544112640,0.00303,-0.00390,-0.00100,-0.00048,1.00000,0.00055,0.00266,-0.00248,0.00150,-0.00049,
1662295488610428928,0.00292,-0.00385,-0.00102,-0.00046,1.00000,0.00057,0.00264,-0.00262,0.00150,-0.00051,
1662295488676733440,0.00244,-0.00350,-0.00123,-0.00033,1.00000,0.00055,0.00266,-0.00405,0.00335,-0.00156,
1662295488743026432,0.00203,-0.00324,-0.00135,0.00013,0.99999,0.00059,0.00315,-0.00541,0.00323,-0.00142,
1662295488809486336,0.00145,-0.00288,-0.00154,0.00057,0.99999,0.00056,0.00377,-0.00623,0.00439,-0.00203,
1662295488876118784,0.00115,-0.00266,-0.00159,0.00067,0.99999,0.00049,0.00394,-0.00561,0.00438,-0.00079,
1662295488942750208,0.00117,-0.00260,-0.00161,0.00084,0.99999,0.00054,0.00415,-0.00385,0.00395,-0.00091,
1662295489009380864,0.00219,-0.00334,-0.00129,0.00089,0.99999,0.00062,0.00428,-0.00036,-0.00006,0.00055,
1662295489076011008,0.00233,-0.00341,-0.00125,0.00087,0.99999,0.00063,0.00433,-0.00080,0.00085,-0.00039,
1662295489142639872,0.00247,-0.00350,-0.00120,0.00086,0.99999,0.00066,0.00431,-0.00046,0.00043,0.00003,
1662295489209268224,0.00266,-0.00363,-0.00114,0.00088,0.99999,0.00074,0.00421,0.00059,-0.00046,0.00004,
1662295489275894784,0.00265,-0.00360,-0.00112,0.00090,0.99999,0.00071,0.00415,-0.00057,0.00072,0.00030,
1662295489342521344,0.00268,-0.00363,-0.00112,0.00085,0.99999,0.00077,0.00400,0.00043,-0.00004,-0.00036,
1662295489409147136,0.00269,-0.00364,-0.00111,0.00088,0.99999,0.00081,0.00397,-0.00002,0.00013,-0.00012,
1662295489475772160,0.00268,-0.00362,-0.00112,0.00069,0.99999,0.00080,0.00350,0.00009,0.00029,-0.00028,
1662295489542396672,0.00267,-0.00362,-0.00112,0.00067,0.99999,0.00084,0.00312,-0.00016,0.00021,0.00053,
1662295489609019648,0.00267,-0.00361,-0.00112,0.00074,1.00000,0.00085,0.00285,-0.00015,0.00010,-0.00009,
1662295489675641344,0.00267,-0.00362,-0.00112,0.00066,1.00000,0.00082,0.00273,-0.00022,0.00045,-0.00000,
1662295489742262784,0.00265,-0.00358,-0.00112,0.00056,1.00000,0.00083,0.00270,-0.00047,0.00044,-0.00015,
1662295489808896000,0.00428,-0.00388,-0.00103,0.00057,1.00000,0.00092,0.00263,0.01287,-0.00247,0.00144,
1662295489875540224,0.00533,-0.00275,-0.00146,0.00146,0.99995,0.00080,0.00984,0.01445,0.00738,-0.00321,
1662295489942183936,0.00620,-0.00269,-0.00174,0.00065,0.99989,0.00072,0.01510,0.01384,0.00398,-0.00349,
1662295490008827648,0.00664,-0.00280,-0.00196,-0.00045,0.99983,0.00076,0.01864,0.01137,0.00133,-0.00269,
1662295490075470592,0.00685,-0.00360,-0.00231,-0.00186,0.99978,0.00086,0.02064,0.00924,-0.00418,-0.00287,
1662295490142112256,0.00668,-0.00467,-0.00240,-0.00299,0.99976,0.00096,0.02190,0.00680,-0.00915,-0.00122,
1662295490208754176,0.00661,-0.00511,-0.00221,-0.00359,0.99973,0.00110,0.02287,0.00590,-0.00951,0.00031,
1662295490275396352,0.00667,-0.00529,-0.00222,-0.00414,0.99971,0.00112,0.02360,0.00470,-0.00938,-0.00013,
1662295490342037760,0.00687,-0.00637,-0.00249,-0.00484,0.99971,0.00126,0.02363,0.00498,-0.01200,-0.00068,
1662295490408678656,0.00695,-0.00661,-0.00232,-0.00503,0.99970,0.00137,0.02391,0.00459,-0.01065,0.00096,
1662295490475318784,0.00725,-0.00681,-0.00196,-0.00522,0.99969,0.00141,0.02419,0.00430,-0.01028,0.00231,
1662295490541959168,0.00805,-0.00781,-0.00189,-0.00573,0.99969,0.00152,0.02437,0.00587,-0.01318,0.00162,
1662295490608597760,0.00825,-0.00810,-0.00176,-0.00602,0.99968,0.00162,0.02450,0.00543,-0.01230,0.00124,
1662295490675236608,0.00793,-0.00758,-0.00250,-0.00645,0.99970,0.00165,0.02351,0.00267,-0.00908,-0.00137,
1662295490741875456,0.00862,-0.00820,-0.00227,-0.00709,0.99970,0.00168,0.02322,0.00472,-0.01022,-0.00077,
1662295490808521472,0.00851,-0.00816,-0.00205,-0.00724,0.99970,0.00172,0.02325,0.00376,-0.00916,0.00059,
1662295490875174400,0.00780,-0.00827,-0.00214,-0.00740,0.99970,0.00174,0.02331,0.00065,-0.00870,0.00053,
1662295490941827072,0.00728,-0.00845,-0.00230,-0.00780,0.99971,0.00176,0.02291,-0.00104,-0.00894,-0.00022,
1662295491008478464,0.00716,-0.00827,-0.00228,-0.00775,0.99971,0.00182,0.02280,-0.00127,-0.00679,0.00048,
1662295491075130880,0.00684,-0.00835,-0.00211,-0.00793,0.99971,0.00182,0.02275,-0.00181,-0.00657,0.00015,
1662295491141783040,0.00710,-0.00838,-0.00292,-0.00791,0.99972,0.00182,0.02223,-0.00110,-0.00701,-0.00194,
1662295491208434944,0.00753,-0.00795,-0.00309,-0.00773,0.99972,0.00180,0.02224,0.00042,-0.00412,-0.00087,
1662295491275086080,0.00751,-0.00799,-0.00314,-0.00776,0.99972,0.00178,0.02216,0.00037,-0.00437,-0.00074,
1662295491341737472,0.00783,-0.00823,-0.00340,-0.00745,0.99973,0.00173,0.02176,0.00145,-0.00522,-0.00171,
1662295491408388608,0.00784,-0.00800,-0.00359,-0.00719,0.99974,0.00177,0.02169,0.00130,-0.00359,-0.00196,
1662295491475038464,0.00758,-0.00848,-0.00418,-0.00692,0.99974,0.00184,0.02152,-0.00040,-0.00446,-0.00311,
1662295491541689088,0.00755,-0.00876,-0.00461,-0.00672,0.99975,0.00182,0.02145,-0.00056,-0.00544,-0.00337,
1662295491608339456,0.00758,-0.00835,-0.00488,-0.00642,0.99974,0.00181,0.02165,-0.00028,-0.00304,-0.00292,
1662295491674989824,0.00744,-0.00863,-0.00518,-0.00639,0.99974,0.00185,0.02181,-0.00137,-0.00334,-0.00224,
1662295491741639680,0.00746,-0.00884,-0.00556,-0.00634,0.99974,0.00184,0.02185,-0.00153,-0.00463,-0.00226,
1662295491808293376,0.00734,-0.00884,-0.00554,-0.00613,0.99974,0.00195,0.02201,-0.00079,-0.00301,-0.00182,
1662295491874951424,0.00732,-0.00903,-0.00584,-0.00616,0.99973,0.00199,0.02213,-0.00136,-0.00316,-0.00156,
1662295491941608192,0.00709,-0.00910,-0.00586,-0.00628,0.99973,0.00196,0.02249,-0.00288,-0.00251,0.00057,
