1662950501849025024,-0.01004,-0.00025,0.00602,0.01428,0.99990,-0.00048,-0.00154,
1662950501982456576,-0.02772,0.00169,0.00694,0.01558,0.99988,-0.00050,0.00122,
1662950504384221184,-0.03456,-0.00001,0.00630,0.01806,0.99983,-0.00005,0.00280,
1662950504584366336,-0.03281,0.00017,0.00815,0.01981,0.99980,-0.00008,0.00147,
1662950506652531456,-0.03761,-0.00186,0.00759,0.02167,0.99976,0.00025,-0.00292,
1662950506785961472,-0.03913,-0.00089,0.00790,0.02187,0.99975,0.00017,-0.00341,
1662950506919391488,-0.03930,-0.00039,0.00827,0.02185,0.99975,0.00006,-0.00423,
1662950509321161472,-0.03679,0.00322,0.00745,0.02017,0.99979,-0.00023,-0.00343,
1662950509454590720,-0.03815,0.00200,0.00727,0.01991,0.99980,-0.00031,-0.00257,
1662950515525639424,-0.03693,0.00314,0.00848,0.01974,0.99980,-0.00065,0.00012,
1662950515659069184,-0.03669,0.00373,0.00830,0.01953,0.99981,-0.00065,0.00128,
1662950521063011328,-0.04352,0.00218,0.00911,0.01887,0.99982,-0.00034,0.00158,
1662950521129726976,-0.04405,0.00259,0.00929,0.01892,0.99982,-0.00026,0.00161,
1662950524999228672,-0.04570,-0.00290,0.00937,0.01859,0.99983,0.00066,0.00097,
1662950525065944576,-0.04501,-0.00174,0.01079,0.01855,0.99983,0.00060,0.00064,
1662950526200111104,-0.04543,-0.00398,0.01692,0.01480,0.99982,-0.00296,0.01155,
1662950526266825472,-0.04889,-0.00436,0.02632,0.01061,0.99890,-0.01495,0.04325,
1662950526333539584,-0.05373,-0.00397,0.03772,-0.00286,0.99661,-0.01878,0.08000,
1662950526400253952,-0.06184,-0.00333,0.04731,-0.01915,0.99376,-0.00962,0.10951,
1662950526466968320,-0.07230,-0.00219,0.05540,-0.02611,0.98898,-0.00126,0.14570,
1662950526533682432,-0.08443,0.00163,0.06122,-0.01215,0.98176,-0.00094,0.18974,
1662950526600396544,-0.09942,0.00725,0.06485,0.01217,0.97044,-0.00537,0.24098,
1662950526667111168,-0.10789,0.01004,0.06618,0.01200,0.96636,-0.00393,0.25687,
1662950526733825280,-0.11175,0.01141,0.06539,0.01223,0.96409,-0.00412,0.26526,
1662950526800539392,-0.11275,0.01198,0.06291,0.01252,0.96296,-0.00682,0.26928,
1662950526867253760,-0.10841,0.01194,0.05599,0.01158,0.96496,-0.01067,0.26192,
1662950526933967872,-0.10154,0.01025,0.05929,0.01293,0.96653,-0.01434,0.25583,
1662950527000682752,-0.08849,0.00920,0.05103,0.01569,0.97613,-0.01886,0.21578,
1662950527067397632,-0.07236,0.00832,0.03820,0.01675,0.98650,-0.02036,0.16163,
1662950527134112768,-0.05603,0.00727,0.02479,0.01726,0.99407,-0.02263,0.10492,
1662950527200827648,-0.04217,0.00670,0.01031,0.01784,0.99821,-0.02478,0.05143,
1662950527267542784,-0.03403,0.00315,0.00675,0.02172,0.99915,-0.03111,0.01620,
1662950527334257664,-0.02811,0.00134,0.00312,0.02860,0.99872,-0.04164,0.00287,
1662950527534402304,-0.03805,-0.00113,0.01865,0.04927,0.99673,-0.05514,0.03257,
1662950527601117440,-0.04780,-0.00020,0.02999,0.05522,0.99413,-0.05885,0.07203,
1662950527667832320,-0.06365,0.00377,0.04367,0.05976,0.98860,-0.05485,0.12687,
1662950527734547200,-0.08159,0.00920,0.05418,0.05034,0.98076,-0.04016,0.18429,
1662950527801261824,-0.10106,0.01317,0.06386,0.04523,0.96981,-0.02955,0.23782,
1662950527867977216,-0.11673,0.01495,0.07098,0.04240,0.95745,-0.02711,0.28416,
1662950527934691840,-0.12764,0.01636,0.07540,0.04045,0.94779,-0.02601,0.31526,
1662950528001576448,-0.13340,0.01728,0.07797,0.03870,0.94233,-0.02549,0.33146,
1662950528068633344,-0.13229,0.01751,0.07847,0.03655,0.94309,-0.02620,0.32950,
1662950528135694336,-0.12422,0.01756,0.07713,0.03500,0.95044,-0.02786,0.30767,
1662950528202759936,-0.11056,0.01721,0.07354,0.03231,0.96139,-0.02947,0.27170,
1662950528269829632,-0.09487,0.01660,0.06779,0.03108,0.97290,-0.03106,0.22702,
1662950528336903936,-0.07831,0.01569,0.05888,0.03000,0.98353,-0.03305,0.17516,
1662950528403982592,-0.06310,0.01433,0.04885,0.02941,0.99129,-0.03519,0.12348,
1662950528471065856,-0.04897,0.01209,0.03633,0.02878,0.99601,-0.03832,0.07525,
1662950528538152960,-0.03811,0.01024,0.02173,0.02845,0.99807,-0.04137,0.03641,
1662950528605244672,-0.03301,0.00975,0.01027,0.02797,0.99866,-0.04249,0.00932,
1662950528672340736,-0.03016,0.00830,0.00371,0.02822,0.99862,-0.04438,-0.00013,
1662950528806545408,-0.02769,0.00704,0.00101,0.02731,0.99853,-0.04491,0.01300,
1662950528873654528,-0.03238,0.00558,0.00504,0.02870,0.99759,-0.04772,0.04128,
1662950528940767744,-0.05318,0.00802,0.01287,0.03008,0.99482,-0.04860,0.08405,
1662950529007662592,-0.05452,0.00778,0.02235,0.03160,0.98951,-0.04720,0.13282,
1662950529074343936,-0.06949,0.00855,0.03091,0.03355,0.98186,-0.04489,0.18115,
1662950529141024512,-0.08302,0.01025,0.03721,0.03662,0.97345,-0.04317,0.22179,
1662950529207704832,-0.09161,0.01170,0.04143,0.03931,0.96696,-0.04192,0.24837,
1662950529274384384,-0.09250,0.01217,0.04370,0.04248,0.96536,-0.04039,0.25424,
1662950529341063424,-0.08843,0.01273,0.04359,0.04709,0.96952,-0.03998,0.23711,
1662950529407741952,-0.08019,0.01145,0.04546,0.05742,0.97685,-0.03998,0.20218,
1662950529474419712,-0.07063,0.01118,0.04604,0.07296,0.98432,-0.04131,0.15522,
1662950529541096960,-0.05868,0.00935,0.04007,0.07809,0.99023,-0.04546,0.10624,
1662950529607773440,-0.05040,0.00736,0.03078,0.07225,0.99416,-0.04730,0.06476,
1662950529674449408,-0.04223,0.00551,0.01936,0.06217,0.99652,-0.04624,0.03065,
1662950529741125120,-0.03494,0.00480,0.00984,0.05529,0.99748,-0.04430,0.00351,
1662950529807799808,-0.03248,0.00423,0.00321,0.05213,0.99770,-0.04331,-0.00128,
1662950529874473984,-0.02917,0.00305,0.00207,0.05029,0.99787,-0.04154,-0.00203,
1662950530274552320,-0.02776,0.00307,0.00176,0.04903,0.99795,-0.04105,-0.00300,
1662950530407911680,-0.02688,0.00230,0.00209,0.04909,0.99795,-0.04090,-0.00347,
1662950530474590464,-0.02621,0.00202,0.00293,0.04820,0.99801,-0.04043,-0.00357,
1662950531008004864,-0.02387,0.00151,0.00424,0.04287,0.99762,-0.05401,-0.00078,
1662950531074685952,-0.01583,0.00207,0.00764,0.04018,0.99727,-0.06195,-0.00010,
1662950531141366528,-0.00994,0.00461,0.00975,0.04591,0.99636,-0.07178,0.00294,
1662950531208046080,0.00056,0.00475,0.00733,0.04495,0.99482,-0.09111,-0.00195,
1662950531274725376,0.01829,0.00456,0.00681,0.04689,0.99311,-0.10739,-0.00315,
1662950531408081920,0.05876,0.00317,0.00931,0.05994,0.99246,-0.10657,-0.00903,
1662950531474759680,0.07835,0.00125,0.00912,0.06460,0.99172,-0.11050,-0.01059,
1662950531541436160,0.09245,-0.00189,0.01097,0.06562,0.99048,-0.11925,-0.02059,
1662950531674788096,0.11310,-0.00129,0.01454,0.07346,0.98878,-0.12862,-0.01941,
1662950531741463296,0.12265,0.00000,0.01638,0.07580,0.98748,-0.13765,-0.01341,
1662950531808137728,0.12698,-0.00204,0.01914,0.07194,0.98646,-0.14558,-0.02280,
1662950532008163584,0.10100,-0.01054,0.03937,0.07234,0.98722,-0.13972,-0.02524,
1662950532074846720,0.08200,-0.01461,0.04811,0.06958,0.98646,-0.14589,-0.02783,
1662950532208210944,0.04007,-0.02075,0.06579,0.06869,0.98614,-0.14843,-0.02782,
1662950532408252928,-0.01445,-0.01701,0.07780,0.05865,0.98611,-0.15099,-0.03666,
1662950532541611776,-0.04124,-0.01162,0.07287,0.05741,0.98521,-0.16023,-0.01957,
1662950532608290048,-0.04393,-0.00825,0.06617,0.05661,0.98479,-0.16376,-0.01324,
1662950532674968064,-0.04141,-0.00740,0.05838,0.05390,0.98448,-0.16658,-0.01200,
1662950532808322304,-0.03232,-0.00497,0.05110,0.05942,0.98466,-0.16391,-0.00638,
1662950532941673984,-0.02807,-0.00697,0.05144,0.06247,0.98445,-0.16402,-0.00681,
1662950533008353024,-0.02752,-0.00705,0.05243,0.06481,0.98451,-0.16286,-0.00494,
1662950533075033600,-0.02760,-0.00718,0.05258,0.06713,0.98434,-0.16290,-0.00469,
1662950533141713920,-0.02426,-0.00570,0.05080,0.06429,0.98386,-0.16686,-0.00627,
1662950533275072000,-0.00758,-0.00380,0.04790,0.05885,0.98140,-0.18266,-0.00403,
1662950533341750272,0.01049,-0.00460,0.04586,0.06040,0.97924,-0.19348,-0.00294,
1662950533408428288,0.03025,-0.00701,0.04434,0.05424,0.97688,-0.20672,-0.00537,
1662950533475105280,0.05223,-0.01109,0.04230,0.05437,0.97586,-0.21123,-0.01109,
1662950533541781760,0.06640,-0.01647,0.04367,0.05820,0.97779,-0.20094,-0.01247,
1662950533608457472,0.07461,-0.02218,0.04432,0.05918,0.97945,-0.19225,-0.01450,
1662950533875155200,0.07655,-0.03326,0.03831,0.04017,0.98017,-0.19361,-0.01283,
1662950534008505856,0.08198,-0.03600,0.03461,0.04092,0.98078,-0.19069,-0.00645,
1662950534141868032,0.07936,-0.03272,0.03371,0.03963,0.98065,-0.19171,-0.00178,
1662950534408585472,0.08131,-0.02955,0.02938,0.03870,0.97977,-0.19614,0.00929,
1662950534541940736,0.07326,-0.03133,0.02836,0.03771,0.97965,-0.19677,0.01198,
1662950535208713216,0.09744,-0.03035,0.02504,0.03598,0.97703,-0.20966,0.01239,
1662950535275393280,0.11504,-0.03169,0.02331,0.03029,0.97387,-0.22501,0.00591,
1662950535342072576,0.13568,-0.03346,0.02233,0.02730,0.97040,-0.23996,-0.00164,
1662950535475429632,0.17475,-0.03428,0.02401,0.04114,0.96699,-0.25144,-0.00306,
1662950535542107136,0.19072,-0.03350,0.02456,0.04557,0.96459,-0.25980,-0.00125,
1662950535608784128,0.20085,-0.03236,0.02574,0.04676,0.96191,-0.26924,-0.00675,
1662950535808811520,0.18715,-0.02142,0.03731,0.06509,0.96287,-0.26178,-0.01070,
1662950535875486464,0.16574,-0.01665,0.04282,0.07110,0.96469,-0.25336,-0.01095,
1662950535942160384,0.13806,-0.01214,0.04683,0.06812,0.96585,-0.24960,-0.01370,
1662950536008839424,0.10688,-0.00760,0.05014,0.06716,0.96741,-0.24375,-0.01367,
1662950536142204416,0.04758,-0.00077,0.05476,0.06528,0.97213,-0.22402,-0.02281,
1662950536208886272,0.02462,0.00122,0.05490,0.06028,0.97551,-0.20987,-0.02665,
1662950536275567616,0.00683,0.00432,0.05419,0.06122,0.97877,-0.19416,-0.02376,
1662950536342248192,-0.00680,0.00700,0.05285,0.06428,0.98122,-0.18102,-0.01747,
1662950536475608064,-0.02646,0.00841,0.04682,0.05944,0.98367,-0.16941,-0.01296,
1662950536542287104,-0.02772,0.00855,0.04161,0.05786,0.98458,-0.16494,-0.00768,
1662950536742320896,-0.02565,0.00803,0.03539,0.05608,0.98482,-0.16421,-0.00546,
1662950536942349312,-0.02234,0.00574,0.03682,0.05685,0.98552,-0.15966,-0.00439,
1662950537542464768,-0.01903,0.00582,0.03415,0.05963,0.98540,-0.15943,0.00352,
1662950537675817984,-0.01166,0.00620,0.03044,0.05856,0.98372,-0.16978,0.00618,
