1662950537742493696,-0.00058,0.00675,0.02651,0.05608,0.98192,-0.18062,0.00828,
1662950537809169152,0.01327,0.00663,0.02433,0.05727,0.97961,-0.19224,0.01096,
1662950537875843584,0.03310,0.00503,0.02014,0.05938,0.97715,-0.20370,0.01290,
1662950537942517248,0.05305,-0.00000,0.01916,0.05518,0.97584,-0.21123,0.00824,
1662950538009195776,0.07436,-0.00498,0.01802,0.05639,0.97577,-0.21128,0.00718,
1662950538142559232,0.11476,-0.02315,0.02030,0.05358,0.97660,-0.20827,-0.00083,
1662950538342600448,0.16657,-0.04949,0.01820,0.03380,0.97678,-0.21150,-0.00502,
1662950538675990272,0.19243,-0.05949,0.01598,0.03118,0.97551,-0.21770,0.00344,
1662950538742666496,0.18692,-0.05707,0.01734,0.03532,0.97575,-0.21598,0.00423,
1662950538876017408,0.16938,-0.04923,0.02230,0.04403,0.97646,-0.21106,0.00613,
1662950539142733056,0.09786,-0.02556,0.03721,0.05134,0.97670,-0.20837,-0.00313,
1662950539276093440,0.05643,-0.01158,0.03945,0.05260,0.97862,-0.19884,-0.00138,
1662950539476129536,0.00473,0.00367,0.03909,0.04833,0.98094,-0.18816,-0.00456,
1662950539742836224,-0.04253,0.01765,0.03962,0.04995,0.98292,-0.17713,-0.00197,
1662950539876186112,-0.05270,0.02258,0.04011,0.04738,0.98208,-0.18232,0.00569,
1662950540076222208,-0.05524,0.02194,0.03994,0.04736,0.98161,-0.18448,0.01264,
1662950540142905088,-0.05213,0.02083,0.03930,0.04523,0.98025,-0.19202,0.01373,
1662950540209587200,-0.04256,0.02032,0.03859,0.04381,0.97831,-0.20192,0.01484,
1662950540276268544,-0.02756,0.01973,0.03947,0.04615,0.97598,-0.21246,0.01408,
1662950540342949376,-0.00771,0.01738,0.04165,0.04770,0.97332,-0.22406,0.01319,
1662950540409629696,0.01338,0.01208,0.04481,0.05164,0.97014,-0.23654,0.01427,
1662950540476309760,0.03589,0.00358,0.04759,0.05564,0.96805,-0.24391,0.01695,
1662950540542989056,0.05956,-0.00873,0.04887,0.05795,0.96714,-0.24690,0.01800,
1662950540676346112,0.10270,-0.03411,0.05201,0.05040,0.96769,-0.24669,0.01378,
1662950540743023616,0.11913,-0.04729,0.05199,0.04769,0.96913,-0.24138,0.01601,
1662950540809700608,0.13429,-0.05928,0.05102,0.04377,0.97182,-0.23115,0.01506,
1662950540876376832,0.14492,-0.06999,0.05002,0.04268,0.97503,-0.21749,0.01386,
1662950540943053056,0.15165,-0.07679,0.04953,0.04127,0.97756,-0.20611,0.01388,
1662950541076414720,0.15500,-0.08558,0.04777,0.03856,0.98003,-0.19476,0.01088,
1662950541276458496,0.13566,-0.07600,0.04787,0.03867,0.97977,-0.19622,0.00786,
1662950541343138816,0.12314,-0.06998,0.04892,0.04065,0.98068,-0.19130,0.00474,
1662950541409818112,0.10761,-0.06205,0.04997,0.04510,0.98227,-0.18193,0.00291,
1662950541543175424,0.06954,-0.04718,0.05183,0.04617,0.98321,-0.17647,-0.00470,
1662950541676530688,0.02956,-0.03335,0.05082,0.04001,0.98266,-0.18086,-0.00803,
1662950541743207168,0.01353,-0.02717,0.04875,0.04021,0.98320,-0.17799,-0.00534,
1662950541876559104,-0.01169,-0.01855,0.04335,0.03312,0.98457,-0.17185,0.00018,
1662950542076595712,-0.02615,-0.01642,0.03572,0.03099,0.98556,-0.16621,0.00927,
1662950542476680192,-0.02055,-0.01742,0.03787,0.02552,0.98489,-0.17114,0.00703,
1662950542743391232,-0.01764,-0.01667,0.03740,0.01978,0.98406,-0.17659,0.00773,
1662950542810067712,-0.01676,-0.01688,0.03680,0.01732,0.98364,-0.17912,0.00892,
1662950543010097152,-0.01472,-0.01658,0.03649,0.01336,0.98325,-0.18154,0.00932,
1662950543210137856,-0.01506,-0.01625,0.03755,0.01192,0.98281,-0.18388,0.01108,
1662950543410173440,-0.01571,-0.01656,0.03721,0.01019,0.98260,-0.18496,0.01364,
1662950543610203392,-0.01598,-0.01620,0.03752,0.01025,0.98250,-0.18546,0.01385,
1662950543810228224,-0.01488,-0.01757,0.03884,0.00993,0.98232,-0.18656,0.01162,
1662950543943575040,-0.00008,-0.00798,0.03710,-0.00787,0.97875,-0.20483,0.00534,
1662950544010345728,0.01119,0.00178,0.03732,-0.00402,0.97572,-0.21898,0.00059,
1662950544144092416,0.03029,0.02237,0.04068,0.00400,0.97133,-0.23754,-0.00859,
1662950544210972416,0.03780,0.03116,0.04082,-0.00141,0.96967,-0.24377,-0.01770,
1662950544344745216,0.04638,0.05005,0.03839,0.01151,0.96836,-0.24912,-0.00939,
1662950544411638272,0.04786,0.05768,0.03646,0.00790,0.96583,-0.25881,-0.01125,
1662950544478535424,0.04932,0.06446,0.03527,0.00699,0.96310,-0.26862,-0.01497,
1662950545080472832,0.04331,0.04507,0.03797,0.01188,0.96617,-0.25669,-0.02193,
1662950545147186944,0.04117,0.03143,0.04014,0.00894,0.96965,-0.24285,-0.02704,
1662950545213901312,0.03698,0.01848,0.04224,0.01156,0.97286,-0.22983,-0.02405,
1662950545280615680,0.03218,0.00574,0.04354,0.01570,0.97536,-0.21954,-0.01546,
1662950545480758528,0.01540,-0.02991,0.04295,0.00653,0.97873,-0.20451,-0.01487,
1662950545680901632,0.00836,-0.06129,0.03975,-0.00901,0.98241,-0.18599,-0.01386,
1662950545747615744,0.00536,-0.07059,0.03967,-0.00842,0.98390,-0.17791,-0.01482,
1662950545947758336,0.00384,-0.09024,0.03481,-0.01672,0.98619,-0.16462,-0.00640,
1662950546147903744,0.01046,-0.08578,0.02750,-0.02267,0.98729,-0.15705,-0.00893,
1662950546214618880,0.01454,-0.07626,0.02637,-0.02447,0.98643,-0.16206,-0.00974,
1662950546348049408,0.02344,-0.05147,0.02822,-0.02756,0.98310,-0.18081,-0.00761,
1662950546414764544,0.02844,-0.03407,0.02750,-0.02042,0.98099,-0.19297,-0.00333,
1662950546481479680,0.03477,-0.01498,0.02572,-0.01705,0.97798,-0.20800,-0.00094,
1662950546548195072,0.04074,0.00121,0.02142,-0.01501,0.97459,-0.22348,-0.00397,
1662950546614910464,0.04479,0.01966,0.01865,-0.00962,0.97145,-0.23704,-0.00296,
1662950546748340736,0.05971,0.04437,0.01811,0.01369,0.97350,-0.22801,-0.01076,
1662950546815056128,0.06880,0.04527,0.02001,0.00404,0.97548,-0.21881,-0.02326,
1662950546881771520,0.07314,0.04464,0.02294,0.00353,0.97514,-0.21851,-0.03666,
1662950547215350272,0.07056,0.04891,0.03213,0.00738,0.97283,-0.22754,-0.04221,
1662950547482213632,0.05756,0.03921,0.03966,0.00982,0.97038,-0.23690,-0.04636,
1662950547615645440,0.04429,0.01537,0.04583,0.01108,0.97343,-0.22378,-0.04717,
1662950547749077248,0.03113,-0.01256,0.05029,0.01190,0.97710,-0.20769,-0.04469,
1662950547882509568,0.01999,-0.03340,0.04915,0.01107,0.98031,-0.19377,-0.03631,
1662950548015941120,0.01728,-0.04244,0.04325,0.00526,0.98230,-0.18508,-0.02840,
1662950548082656256,0.01899,-0.04191,0.03916,0.00225,0.98221,-0.18556,-0.02862,
1662950548282802688,0.01344,-0.04153,0.03548,0.00239,0.98230,-0.18574,-0.02420,
1662950548482948864,0.02002,-0.03757,0.03469,0.00337,0.98277,-0.18341,-0.02269,
1662950548816526080,0.01618,-0.03718,0.03552,0.00295,0.98261,-0.18536,-0.01060,
1662950548949957120,0.00856,-0.04497,0.06347,-0.00028,0.98154,-0.19122,-0.00472,
1662950549016672256,0.00272,-0.05070,0.08486,-0.00133,0.98113,-0.19333,0.00246,
1662950549216815616,0.00018,-0.06447,0.14638,0.00118,0.98150,-0.19146,0.00153,
1662950549617102336,0.01195,-0.05623,0.12352,0.01719,0.98130,-0.19149,-0.00946,
1662950549750531072,0.01594,-0.04669,0.09098,0.02389,0.98212,-0.18646,-0.00969,
1662950549883960064,0.01926,-0.03780,0.06397,0.02368,0.98111,-0.19129,-0.01672,
1662950550284245504,0.02113,-0.02985,0.01646,0.00599,0.98157,-0.19102,-0.00184,
1662950550617816576,0.01106,-0.03702,0.02219,-0.00462,0.98152,-0.19093,0.01171,
1662950550684530688,0.00713,-0.04007,0.03997,-0.00693,0.98022,-0.19726,0.01454,
1662950550751244800,0.00334,-0.04383,0.06326,-0.01197,0.97909,-0.20306,0.00375,
1662950550951387136,-0.01388,-0.05801,0.13897,-0.01111,0.97931,-0.20145,0.01603,
1662950551084816128,-0.02299,-0.06447,0.16677,-0.01361,0.98114,-0.19281,-0.00203,
1662950551218245120,-0.02228,-0.06381,0.16824,-0.00977,0.98132,-0.19199,0.00732,
1662950551351674112,-0.01727,-0.06167,0.14982,-0.01361,0.97947,-0.20098,0.00758,
1662950551551817728,-0.00472,-0.05174,0.10267,-0.00070,0.98096,-0.19396,0.00957,
1662950551618531840,0.00258,-0.04743,0.08571,0.00009,0.98129,-0.19252,0.00167,
1662950551685246464,0.00880,-0.04308,0.07019,0.00031,0.98222,-0.18746,-0.01025,
1662950551751961088,0.01382,-0.04073,0.05641,0.00029,0.98393,-0.17774,-0.01689,
1662950551818675200,0.01544,-0.04061,0.04255,0.00406,0.98622,-0.16521,-0.00737,
1662950551885389824,0.01350,-0.04105,0.03026,0.00529,0.98800,-0.15436,-0.00235,
1662950552018819072,0.00535,-0.04584,0.01076,-0.00699,0.98944,-0.14459,-0.00673,
1662950552085534208,0.00424,-0.04848,0.00382,-0.00991,0.99085,-0.13462,-0.00200,
1662950552152249600,0.00415,-0.04991,0.00153,0.00252,0.99253,-0.12200,-0.00025,
1662950552218964480,0.00749,-0.04998,0.00069,0.00570,0.99315,-0.11668,0.00036,
1662950552352395264,0.00467,-0.05211,0.00067,0.00588,0.99429,-0.10656,0.00145,
1662950552419110400,-0.00016,-0.05376,0.00103,0.00537,0.99518,-0.09793,0.00251,
1662950552485825792,-0.00680,-0.05545,0.00108,0.00500,0.99601,-0.08898,0.00431,
1662950552552540672,-0.01448,-0.05662,0.00160,0.00513,0.99685,-0.07879,0.00757,
1662950552619256064,-0.02352,-0.05886,0.00061,0.00493,0.99790,-0.06446,0.00352,
1662950552685971456,-0.03120,-0.05896,0.00033,0.00582,0.99852,-0.05403,0.00221,
